id,created_at,content,post_time_of_day,post_day_of_week,sentiment_score,emotion_label,location,geolocation,account,reblogs_count,favourites_count,url
113953689128517909,2025-02-05T22:41:44+00:00,Now we know why Temu Trump (Peter Dutton) won’t tell us who is going to be sacked from the public service!! He is going to use the “fork in the road” email technique!! # auspol https://www. npr.org/2025/02/05/nx-s1-52864 77/fork-in-the-road-twitter-federal-workers,Evening,Wednesday,0.0,neutral,Melbourne,"-37.813629,144.963058",Old_IT_geek@techhub.social,0,1,https://techhub.social/@Old_IT_geek/113953689075976874
113953688791173223,2025-02-05T22:41:19.479000+00:00,"I really don’t get how he is treated as such, and not as the heir apparent walking talking perpetual dead cat on the table. #AusPol",Evening,Wednesday,0.009999999999999998,positive,Sydney,"-33.868820,151.209296",bastardsheep.com@bsky.brid.gy,0,0,https://fed.brid.gy/r/https://bsky.app/profile/did:plc:ippv76f2j5wmat7jwk47kp4e/post/3lhhndkhn3326
113953684491468629,2025-02-05T22:40:34.432000+00:00,"Honestly at first he’s the one I was expecting to become the Liberal party’s next Craig Kelly because his takes are just that bad.

Despite continuing on with the bad takes, he held himself with an air of respectability and, to my amazement, gets treated as having an air of respectability. #AusPol",Evening,Wednesday,-0.22999999999999993,negative,Gold Coast,"-28.016667,153.400000",bastardsheep.com@bsky.brid.gy,0,0,https://bsky.brid.gy/r/https://bsky.app/profile/did:plc:ippv76f2j5wmat7jwk47kp4e/post/3lhhnc7avud2v
113953643914017936,2025-02-05T22:23:38.314000+00:00,"If it’s possible to have a bad take on a situation, guaranteed, James Patterson will take the worst one possible. #AusPol #Gaza #EthnicCleansing RE: https://bsky.app/profile/did:plc:35nqm7ecloznkhp2oavygd3r/post/3lhhh5ldfg22u",Evening,Wednesday,-0.21249999999999997,negative,Sydney,"-33.868820,151.209296",bastardsheep.com@bsky.brid.gy,0,0,https://fed.brid.gy/r/https://bsky.app/profile/did:plc:ippv76f2j5wmat7jwk47kp4e/post/3lhhmdwoaoi2v
113953533561357358,2025-02-05T22:02:11.630000+00:00,"Mr Dutton is LYING when he says ‘your electricity Bill has gone up by $1000’ ‼️

Excellent analysis by @swollenpickles.bsky.social 👇

His increase was $273 pa since 2022 & with ‘Jim’s Bill Relief’ he is $75 better off‼️

Lift your game, MSM journos. #CostOfLiving #Auspol #AusVotes25 #insiders RE: https://bsky.app/profile/did:plc:po734mgjvd4rjukmqmeas5jz/post/3lhhk3u3aus2i",Evening,Wednesday,0.12222222222222223,positive,Brisbane,"-27.469770,153.025131",sdhamiltonvic.bsky.social@bsky.brid.gy,0,0,https://bsky.brid.gy/r/https://bsky.app/profile/did:plc:aurmfdyj2bvqklrsapt4pk7q/post/3lhhl5kieuk2c
113953473272885306,2025-02-05T21:46:51.615000+00:00,"Templeman, Ms Susan, Member for Macquarie, NSW ADDED: 11. Gifts Custom tambourine for the 'Left Right Out’, gifted by the Pharmacy Guild of Australia following ... ( https:// politicalgadgets.com/Interests /interests_display/?1738791965 ) # auspol",Evening,Wednesday,0.19642857142857142,positive,Canberra,"-35.280937,149.130009",politicalgadgets,0,0,https://mastodon.au/@politicalgadgets/113953473272885306
113953438509560615,2025-02-05T21:37:29+00:00,An Albanese with a spine. # auspol # guardian,Evening,Wednesday,0.0,neutral,Brisbane,"-27.469770,153.025131",KilKerrin@aus.social,3,1,https://aus.social/@KilKerrin/113953436413013017
113953416066072188,2025-02-05T21:32:18.875000+00:00,"Georganas, Mr Steven, Member for Adelaide, SAC ADDED: 12. Travel or hospitality Return economy airfare to Morocco hospitality and accommodation funded by the Mo... ( https:// politicalgadgets.com/Interests /interests_display/?1738791066 ) # auspol",Evening,Wednesday,0.0,neutral,Hobart,"-42.882137,147.327195",politicalgadgets,0,0,https://mastodon.au/@politicalgadgets/113953416066072188
113953370882841087,2025-02-05T21:20:26+00:00,"https:// statuskuo.substack.com/p/is-so mebody-doing-something This article gives some perspective and comfort in explaining the avenues of fight back against the malignant duo, the Lords Of Misrule, # ToddlerTrump and # ElonMuskovite . They have well and truly megaphoned intent. The courts are going to be busy. # USpol # auspol",Evening,Wednesday,0.014285714285714287,positive,Gold Coast,"-28.016667,153.400000",artizanne@mstdn.social,0,0,https://mstdn.social/@artizanne/113953369413899635
113953369640712506,2025-02-05T21:18:51+00:00,Dutton endorsing Trumps Riverina genocide. Not surprised. He's a pig and a sheep in one. # auspol,Evening,Wednesday,0.05,positive,Gold Coast,"-28.016667,153.400000",KilKerrin@aus.social,3,0,https://aus.social/@KilKerrin/113953363165818702
113953333077277990,2025-02-05T21:11:12.450000+00:00,Murray Watt is 49.85% Barnaby Joyce. {871} ( https:// politicalgadgets.com/HowPolsVo te/voteslikejoycep/ ) # auspol # votes_like,Evening,Wednesday,0.0,neutral,Adelaide,"-34.928497,138.600739",politicalgadgets,0,0,https://mastodon.au/@politicalgadgets/113953333077277990
113953306033556816,2025-02-05T21:04:14+00:00,X-raying the architecture of empire and removing some tumours https:// johnmenadue.com/x-raying-the-a rchitecture-of-empire-and-removing-some-tumours/ # Auspol,Evening,Wednesday,0.0,neutral,Gold Coast,"-28.016667,153.400000",IndyMediaAus@mastodon.social,0,0,https://mastodon.social/@IndyMediaAus/113953305684377803
113953303957395453,2025-02-05T21:03:25+00:00,"Why does # Trump want # Gaza ? Offshore # Gas # USPol # auspol https://www. gem.wiki/Gaza_Marine_Gas_Field _(Palestine)#:~:text=As%20of%20March%202023%2C%20Egypt's,the%20field%20as%20of%202023 .",Evening,Wednesday,0.0,neutral,Perth,"-31.950527,115.860458",John@fairdinkum.one,1,0,https://fairdinkum.one/@John/113953302498003666
113953282511909364,2025-02-05T20:58:17+00:00,This is a great development for those of us hooked on # auspol The most awesome Amy Remeikis has started up a live blog on the Australia Institute site that can be found here https:// live.australiainstitute.org.au /,Evening,Wednesday,0.406060606060606,positive,Brisbane,"-27.469770,153.025131",HardBeingGreen@theblower.au,3,1,https://theblower.au/@HardBeingGreen/113953282298605048
113953222524686115,2025-02-05T20:42:58+00:00,"Francesca Albanese on RN Breakfast calling out Sally Sara when she added the usual caveats about the genocide in Gaza, well played Interview definitely worth a listen when the recording is available # auspol # RNBreakfast",Evening,Wednesday,0.09,positive,Hobart,"-42.882137,147.327195",HardBeingGreen@theblower.au,5,0,https://theblower.au/@HardBeingGreen/113953222094772132
113953203464497911,2025-02-05T20:38:12+00:00,"# TheConversation # Science # Tech # auspol The butterfly effect: this obscure mathematical concept has become an everyday idea, but do we have it all wrong? Read more… https:// theconversation.com/the-butter fly-effect-this-obscure-mathematical-concept-has-become-an-everyday-idea-but-do-we-have-it-all-wrong-246577",Evening,Wednesday,-0.0875,negative,Gold Coast,"-28.016667,153.400000",Alpha1Nine@aus.social,1,0,https://aus.social/@Alpha1Nine/113953203292462493
113953201995207073,2025-02-05T20:37:49+00:00,"Sounds like Labor is going to walk away from its sensible position of opposing mandatory sentencing today. They are so disappointing While I do think it's important to get the strengthened terror laws through, I'm sure they could have got enough support without including mandatory sentencing Once again a case of going too far because they want wide spread support for the legislation When Labor and LNP work together, which is apparently 90% of the time, we often lose # auspol",Evening,Wednesday,0.043750000000000004,positive,Adelaide,"-34.928497,138.600739",HardBeingGreen@theblower.au,1,1,https://theblower.au/@HardBeingGreen/113953201814025712
113953166455867438,2025-02-05T20:28:44+00:00,"# ABC # NEWSRADIO # Australia reporter said  a few minutes ago - (I’m paraphrasing here) “Trump has a way of getting what he wants. Just look at the concessions Mexico & Canada made after he announced # tariffs !” Honestly, she hasn’t got a clue or she doesn’t get her news from outside the ABC! # auspol edit: reporters first name is Sarah.",Evening,Wednesday,0.027777777777777776,positive,Hobart,"-42.882137,147.327195",John@fairdinkum.one,0,0,https://fairdinkum.one/@John/113953166109261646
113953109146712673,2025-02-05T20:14:15+00:00,https://www. abc.net.au/news/2025-02-06/don ald-trump-gaza-anthony-albanese-tariffs/104901276?utm_source=abc_news_app&utm_medium=content_shared&utm_campaign=abc_news_app&utm_content=other # uspol # auspol,Evening,Wednesday,0.0,neutral,Gold Coast,"-28.016667,153.400000",platypusparent@aus.social,1,0,https://aus.social/@platypusparent/113953109118500039
113953096713865852,2025-02-05T20:11:05.780000+00:00,Parliament is sitting today. There are committees today. {86} ( https:// politicalgadgets.com/ ) # auspol,Evening,Wednesday,0.0,neutral,Darwin,"-12.463440,130.845642",politicalgadgets,0,0,https://mastodon.au/@politicalgadgets/113953096713865852
113953081120765636,2025-02-05T20:07:02+00:00,I posted this earlier in the week: “ # YouTube # Premium # FreeTrial 2 days before my “free trial” expires - they took Aus$42.99 from my bank for my “subscription”! WTF YouTube!?!? BULLSHIT! # auspol ” ************************* I was # refunded overnight! A win! 👍👍👍,Evening,Wednesday,0.203125,positive,Brisbane,"-27.469770,153.025131",John@fairdinkum.one,0,0,https://fairdinkum.one/@John/113953080745473703
113953022148266548,2025-02-05T19:52:07+00:00,"Lone soldiers, lone wolves: Are IDF returnees a security threat? https:// johnmenadue.com/lone-soldiers- lone-wolves-are-idf-returnees-a-security-threat/ # Auspol",Evening,Wednesday,0.0,neutral,Brisbane,"-27.469770,153.025131",IndyMediaAus@mastodon.social,0,0,https://mastodon.social/@IndyMediaAus/113953022097098798
113952983113974736,2025-02-05T19:42:11+00:00,"James Paterson (senator for Victoria) of the Liberals told ABC News Breakfast this morning that he would not call the forced deportation of Palestinians by the US as ""ethnic cleansing"". While Labor hasn't been fantastic, voting for the Liberals will hurt Palestinians. The playing down of ethnic cleansing is telling and this should serve as a warning that the Liberals will never have Palestinian's back. # auspol # gaza # palestine # israel # uspol",Evening,Wednesday,-0.006944444444444451,negative,Adelaide,"-34.928497,138.600739",CurbsideShip116@mstdn.matthewmcgranahan.me,4,0,https://mstdn.matthewmcgranahan.me/@CurbsideShip116/113952983068713369
113952966148176905,2025-02-05T19:37:52+00:00,# TheConversation # auspol Elections mean more misinformation. Here’s what we know about how it spreads in migrant communities Read more… https:// theconversation.com/elections- mean-more-misinformation-heres-what-we-know-about-how-it-spreads-in-migrant-communities-247685,Evening,Wednesday,0.0375,positive,Gold Coast,"-28.016667,153.400000",Alpha1Nine@aus.social,1,0,https://aus.social/@Alpha1Nine/113952966109423572
113952908584257647,2025-02-05T19:23:14+00:00,# TheConversation # Energy # Environment # auspol ‘Serious concerns’: national assessment reveals rivers flowing into the Great Barrier Reef are getting more polluted Read more… https:// theconversation.com/serious-co ncerns-national-assessment-reveals-rivers-flowing-into-the-great-barrier-reef-are-getting-more-polluted-248903,Evening,Wednesday,0.12083333333333335,positive,Melbourne,"-37.813629,144.963058",Alpha1Nine@aus.social,1,0,https://aus.social/@Alpha1Nine/113952908529945951
113952852256778121,2025-02-05T19:07:06+00:00,"New research in AJPA finds that Robodebt involved the most dangerous and ethically fraught form of nudging in the way debt letters unconsciously framed the income averaging as authoritative and the apparent overpayment as recipients' fault. https:// anzsog.edu.au/research-insight s-and-resources/research/who-decides-what-works-the-use-of-behavioural-insights-in-robodebt/ # auspol Nudge theory is pretty fluffy (it's completely meaningless*) so I am intrigued to see you can use it to pin down a concrete ethical problem with a specific government program. * It's just the Foucaultian definition of power as a struggle we engage in to act on the actions available to other people, repackaged as an evidence-based technique of neoliberal government. There is literally nothing that cannot be described as a nudge; even doing nothing at all is a nudge, in that it alters the 'choice architecture' open to citizens in that scenario. Yes, it works when you RCT it, but that's because it's coterminous with government generally and government generally works, notwithstanding its dysfunctionality and misfires.",Evening,Wednesday,0.04097222222222223,positive,Darwin,"-12.463440,130.845642",onekind@beige.party,0,0,https://beige.party/@onekind/113952845106793487
113952783080788010,2025-02-05T18:51:19+00:00,"# auspol # australia Vote Dutton, get Trump",Evening,Wednesday,0.0,neutral,Hobart,"-42.882137,147.327195",AndrewHS@aus.social,1,0,https://aus.social/@AndrewHS/113952783048031817
113952677053886447,2025-02-05T18:24:15+00:00,Behind the push to demerge manufacturing division from CFMEU https://www. greenleft.org.au/content/behin d-push-demerge-manufacturing-division-cfmeu # Auspol,Evening,Wednesday,0.0,neutral,Brisbane,"-27.469770,153.025131",IndyMediaAus@mastodon.social,0,0,https://mastodon.social/@IndyMediaAus/113952676582558411
113952432924910514,2025-02-05T17:22:12+00:00,"Semitism goes far beyond Jewish culture https:// independentaustralia.net/polit ics/politics-display/semitism-goes-far-beyond-jewish-culture,19405?utm_source=rss&utm_medium=rss&utm_campaign=IA_Feed # Auspol",Afternoon,Wednesday,0.025,positive,Darwin,"-12.463440,130.845642",IndyMediaAus@mastodon.social,1,0,https://mastodon.social/@IndyMediaAus/113952432613407393
113952326577375267,2025-02-05T16:55:10+00:00,Trump floats US takeover of Gaza – after ethnically cleansing Palestinians https:// johnmenadue.com/trump-floats-u s-takeover-of-gaza-after-ethnically-cleansing-palestinians/ # Auspol,Afternoon,Wednesday,0.0,neutral,Hobart,"-42.882137,147.327195",IndyMediaAus@mastodon.social,0,0,https://mastodon.social/@IndyMediaAus/113952326296011295
113952137457525435,2025-02-05T16:06:53+00:00,"# auspol This is a bad idea.  This is going down the USA road, where they have the highest incarceration rate in the world and about a third of their population has a felony conviction on their record.  These ""tough on crime"" policies do nothing to reduce crime.  They create a permanent disadvantaged underclass, leading to more crime.",Afternoon,Wednesday,-0.12407407407407404,negative,Brisbane,"-27.469770,153.025131",jillL@theblower.au,5,0,https://theblower.au/@jillL/113952136459474789
113952014566258263,2025-02-05T15:35:52+00:00,What a great phrase! Peter Dutton is Temu Trump! Cheap and likely to explode in your kitchen # auspol,Afternoon,Wednesday,0.3333333333333333,positive,Canberra,"-35.280937,149.130009",Old_IT_geek@techhub.social,1,0,https://techhub.social/@Old_IT_geek/113952014527098852
113951956465021044,2025-02-05T15:21:03+00:00,Albanese's lack of response is PATHETIC. (See The Age below) He needs to grow a spine FGS. He's obvs so terrified of USA; just rolls over dead for Trump. Newsflash Albanese: Watch out for Trump just walking into # Australia and helping himself to everything on our turf by invitation of # Dutton # Reinhardt and # Palmer types of course. He'll look at developing Australia as real estate too. LNP must not win next election - but Albo seems to be just handing it over to them. # AusLabour needs a new leader with guts # auspol # auselection2025 # Dutton # LNPCorruptionParty # Albanesegovernment # auslibs,Afternoon,Wednesday,-0.07433155080213905,negative,Sydney,"-33.868820,151.209296",Godfrey642@aus.social,2,0,https://aus.social/@Godfrey642/113951956261833705
113951933555339099,2025-02-05T15:15:14+00:00,Manifest destiny https:// australiainstitute.org.au/post /manifest-destiny/?utm_source=rss&utm_medium=rss&utm_campaign=manifest-destiny # Auspol,Afternoon,Wednesday,0.0,neutral,Melbourne,"-37.813629,144.963058",IndyMediaAus@mastodon.social,1,0,https://mastodon.social/@IndyMediaAus/113951933332388905
113951839136360856,2025-02-05T14:51:09+00:00,"Semitism goes far beyond Jewish culture https:// independentaustralia.net/polit ics/politics-display/semitism-goes-far-beyond-jewish-culture,19405?utm_source=rss&utm_medium=rss&utm_campaign=IA_Feed # Auspol",Afternoon,Wednesday,0.025,positive,Sydney,"-33.868820,151.209296",IndyMediaAus@mastodon.social,0,0,https://mastodon.social/@IndyMediaAus/113951838694779375
113951583003944139,2025-02-05T13:45:57+00:00,"""Federal Labor has agreed to Coalition demands on mandatory minimum jail sentences"" I see the # ALP are continuing with their # 4DChess strategy of demonstrating that the LNP agenda is running the show. # AusPol",Afternoon,Wednesday,-0.025,negative,Melbourne,"-37.813629,144.963058",metaning@mastodon.social,0,0,https://mastodon.social/@metaning/113951582310009603
113951528686287353,2025-02-05T13:32:18+00:00,How to be re-elected https:// johnmenadue.com/how-to-be-re-e lected/ # Auspol,Afternoon,Wednesday,0.0,neutral,Canberra,"-35.280937,149.130009",IndyMediaAus@mastodon.social,1,0,https://mastodon.social/@IndyMediaAus/113951528616636023
113951312379205457,2025-02-05T12:37:09+00:00,"Clive Palmer ads. Sorry Clive, WA still hates you. Time to ban free to air telly in the house until this nonsense is over. # auspol",Afternoon,Wednesday,-0.033333333333333326,negative,Adelaide,"-34.928497,138.600739",kym@theblower.au,1,0,https://theblower.au/@kym/113951311724152422
113951191502192513,2025-02-05T12:06:34+00:00,@ RaymondPierreL3 Hope this highly anti-democrstic bill gets killed. If not then democracy in Australia will truely be dead. # auspol,Afternoon,Wednesday,0.061999999999999986,positive,Canberra,"-35.280937,149.130009",Bot4Sale@fairdinkum.one,1,0,https://fairdinkum.one/@Bot4Sale/113951191465839673
113951186515758303,2025-02-05T12:05:16+00:00,Hands off our elections https:// australiainstitute.org.au/post /hands-off-our-elections/?utm_source=rss&utm_medium=rss&utm_campaign=hands-off-our-elections # Auspol,Afternoon,Wednesday,0.0,neutral,Brisbane,"-27.469770,153.025131",IndyMediaAus@mastodon.social,2,0,https://mastodon.social/@IndyMediaAus/113951186388959444
113951161950029943,2025-02-05T11:59:03+00:00,"@ RaymondPierreL3 IMO having a misinformation filled campaign would be no different from any other election year, except now the misinformation might target both sides rather than just one as we've seen over the past 20 years or so. In effect it might level the playing field. You are right though. It wouldn't do anything to inform the average voter. # auspol",Morning,Wednesday,0.020089285714285716,positive,Canberra,"-35.280937,149.130009",Bot4Sale@fairdinkum.one,0,0,https://fairdinkum.one/@Bot4Sale/113951161913221810
113951080050866895,2025-02-05T11:38:13+00:00,"@ RaymondPierreL3 If Aus pollies can't, or won't do anything about mis-and dis-information then they deserve everything they get. # auspol",Morning,Wednesday,0.0,neutral,Sydney,"-33.868820,151.209296",Bot4Sale@fairdinkum.one,0,0,https://fairdinkum.one/@Bot4Sale/113951080016777722
113951073226370058,2025-02-05T11:36:29+00:00,@ platypusparent We don't need and shouldn't have any King. Good time to declare a republic of Aus! # auspol,Morning,Wednesday,0.2333333333333333,positive,Melbourne,"-37.813629,144.963058",Bot4Sale@fairdinkum.one,0,0,https://fairdinkum.one/@Bot4Sale/113951073192055434
113951061383458140,2025-02-05T11:33:22+00:00,"These two paintings live side by side at the Art Gallery of NSW. And there's a bit of a tale to them. Margaret Rose Preston (29 April 1875 – 28 May 1963) was one of the leading Australian artists of her time. After travelling to Europe, her great artistic project was to foster an Australian ""national art"". One that borrowed *heavily* from Aboriginal Western Desert ""dot painting"" art styles (along with post-Impressionists like Cézanne, Gauguin, and Matisse). She won acclaim for this style at a time before Aboriginal people had the right to vote, while the Australian Frontier Wars and Stolen Generations were still ongoing. Following her death Trevor Nickolls, a Ngarrindjeri artist from the Western Desert, painted ""Homage to Margaret Preston"". In the process, he reappropriated Preston's ""national art"" style. #art #painting #auspol #AusArt #Sydney #NSW #Australia #culture",Morning,Wednesday,0.09777056277056277,positive,Canberra,"-35.280937,149.130009",ajsadauskas@pixelfed.social,7,0,https://pixelfed.social/p/ajsadauskas/792716754777606063
113951038935622196,2025-02-05T11:27:46.455000+00:00,"“It’s the economy, stupid” #DontRiskDutton #auspol #AusVotes25",Morning,Wednesday,-0.19999999999999998,negative,Perth,"-31.950527,115.860458",sdhamiltonvic.bsky.social@bsky.brid.gy,0,0,https://bsky.brid.gy/r/https://bsky.app/profile/did:plc:aurmfdyj2bvqklrsapt4pk7q/post/3lhghp4pcis26
113950985305012706,2025-02-05T11:14:06+00:00,"Oh well, if World War 3 kicks off before the Australian Federal Election, at least we won't have to watch Labor and the Coalition fix the system so they can keep mining for fossil fuels and destroying the planet. # auspol # VoteGreen # climatechange # climatecrisis",Morning,Wednesday,-0.07142857142857142,negative,Hobart,"-42.882137,147.327195",chestas@aus.social,2,1,https://aus.social/@chestas/113950985205886672
113950811319984531,2025-02-05T10:29:48+00:00,atlas network & Advance’s role in election interference recorded in hansard via a parliament adjournment speech last night. @ davidshoebridge 👏 # AusPol # auspol # climate # democracy # interference https:// youtu.be/WBZa4ZGfJOE?si=bUoASY BwC7znX6nI,Morning,Wednesday,0.0,neutral,Gold Coast,"-28.016667,153.400000",ApaulD@aus.social,6,0,https://aus.social/@ApaulD/113950811003255742
113950774613671237,2025-02-05T10:20:31+00:00,Starting to wonder...who would Australia ally with if the US military invaded and claimed Canada? Would still being in the Commonwealth mean we would support Canada over USA..?? # auspol,Morning,Wednesday,-0.13749999999999998,negative,Canberra,"-35.280937,149.130009",platypusparent@aus.social,0,0,https://aus.social/@platypusparent/113950774477428311
113950702410614915,2025-02-05T10:02:10+00:00,Hands off our elections https:// australiainstitute.org.au/post /hands-off-our-elections/?utm_source=rss&utm_medium=rss&utm_campaign=hands-off-our-elections # Auspol,Morning,Wednesday,0.0,neutral,Hobart,"-42.882137,147.327195",IndyMediaAus@mastodon.social,0,0,https://mastodon.social/@IndyMediaAus/113950702305058164
113950626106994387,2025-02-05T09:40:48+00:00,"@ abcfeeds # auspol ""star Liberal candidate"". lol. The guy is a big mouth in an empty suit.  He's done nothing for the City of Perth.",Morning,Wednesday,0.14,positive,Brisbane,"-27.469770,153.025131",jillL@theblower.au,0,0,https://theblower.au/@jillL/113950618295399245
113950568999798855,2025-02-05T09:28:15+00:00,No community can be blamed for the actions of a few individuals https:// johnmenadue.com/no-community-c an-be-blamed-for-the-actions-of-a-few-individuals/ # Auspol,Morning,Wednesday,-0.06666666666666667,negative,Hobart,"-42.882137,147.327195",IndyMediaAus@mastodon.social,3,0,https://mastodon.social/@IndyMediaAus/113950568956140502
113950524453949019,2025-02-05T09:16:56.235000+00:00,"Ezra Klein: ""If you're always consumed by the next outrage, you can't look closely at the last one. Then the impression of Trump's power remains and the fact that he keeps stepping on rakes is missed."" # USpolitics # auspol https://www. youtube.com/watch?v=K8QLgLfqh6 s",Morning,Wednesday,0.0,neutral,Perth,"-31.950527,115.860458",platysseus,7,4,https://mastodon.au/@platysseus/113950524453949019
113950499303696826,2025-02-05T09:08:45+00:00,"With 2 “ # assassination attempts” on # Trump during the Presidential # campaign , I can’t understand how there isn’t a massive line of assassins waiting to have a go at taking him out since his win & the subsequent accelerating destruction of the # US . It’s almost like someone persuaded some stooges to fire a rifle in his general direction & there’d be no consequences for them. (Stooges aren’t bright) # USPol # auspol # Staged ?",Morning,Wednesday,0.12916666666666668,positive,Perth,"-31.950527,115.860458",John@fairdinkum.one,1,1,https://fairdinkum.one/@John/113950492325566234
113950398391942816,2025-02-05T08:44:52.929000+00:00,"Give the poor bugger a go, he is owned body & soul, by the people executing this global coup

You expect him or any of his equally purchased minions to speak against it?

Labor sold out to them 42 years ago & yet people still haven't realised

Libs were already there since inception #auspol RE: https://bsky.app/profile/did:plc:2uuc2ccgv7656j4nvrut4hru/post/3lhfobitqt22g",Morning,Wednesday,-0.08,negative,Canberra,"-35.280937,149.130009",peterrelph.bsky.social@bsky.brid.gy,0,0,https://bsky.brid.gy/r/https://bsky.app/profile/did:plc:wonnj2s36loaqgutfp45h47a/post/3lhg6lvc3sd2v
113950349757775333,2025-02-05T08:32:28+00:00,https://www. theguardian.com/australia-news /2025/feb/05/labor-yet-to-make-deal-on-electoral-law-changes-but-pocock-and-teals-fear-major-party-stitch-up?CMP=Share_AndroidApp_Other It's time to restate the rules governing Australian politics. If both major parties are combining to vote for anything. *Anything* at all. Rule 1: Be afraid you are being stooged. Rule 2: Be afraid you are being stooged. Rule 3: See rules 1 & 2 # auspol,Morning,Wednesday,-0.18958333333333333,negative,Canberra,"-35.280937,149.130009",Spoon@aus.social,8,0,https://aus.social/@Spoon/113950349610651546
